tconst,originalTitle,year,genres,Rating,director,plot
tt12802672,1521,2023,"Action,Drama,History",5.6,Michael Barder,A psychiatrist relives all of his past fears with the arrival of three new patients.
tt12802708,With/In,2021,"Biography,Drama",5.2,"Bart Freundlich, Sebastian Gutierrez, Sanaa Lathan, Julianne Nicholson","After awakening from a coma, a woman searches for clues into her missing husband's disappearance."
tt12804904,Self Isolated,2021,"Drama,Horror,Mystery",6.3,Chad Ridgely,"In the pre-Spanish era Philippines, a young beautiful native princess falls in love with a handsome Spanish soldier. Against all odds, and pulled apart by their loyalties to their own people, they fight for their clandestine romance."
tt12805686,The Consultant,2022,Thriller,5.7,Ignacio Maiso,An anthology film set during the COVID-19 pandemic.
tt12805870,Rhino Express,2022,Comedy,8.5,Mani Sinha,"After the death of his Grandfather, a boy's father dealing with grief sends him in a journey to understand death, while putting together the annual haunted house."
tt12806322,Skelly,2024,"Drama,Family",8.0,Matt Greene-DeLanghe,"Two brothers embark on a journey with their father, who is trying to protect them from an alien threat."
tt12809306,All In: Miracle at St. Bernard's,2022,"Documentary,Sport",7.7,"Gregg Backer, Evan Kanew","A tiny, 100-year-old Catholic school in Fitchburg, Massachusetts is struggling with insolvency. We follow the dramatic campaigns to raise money and enrollment as well as a magical football season that together saved a beloved institution."
tt12809890,My Name Is Lopez,2021,Documentary,7.4,"P. David Ebersole, Todd Hughes","After the tragic loss of their parents, Sofi and Boban are forced to grow up way faster than kids their age. With the help of their loved ones, they try to figure out the reality that they live in. Their outlook on the world drastically changes when they find the world that they've always dreamed of. All that's left is a seemingly impossible decision: the real world o... Read all"
tt12809918,The Other Side,2021,"Family,Fantasy",8.0,Martin Chichovski,"Born in Dallas of undocumented Mexican immigrants, Trinidad Lopez III fought his way out of the ghetto with a guitar to become a true American rock and roll legend, one of the first Latino rock stars."
tt12811368,Morris Men,2022,"Action,Crime,Drama",7.1,Gregg Masuak,"Based on the stories of the DC, this 3D animated fan-film happens before ""Batman vs Superman: Dawn of Justice."""
tt12811710,Roy,2022,Thriller,5.6,Sunil Ibrahim,"Present day. A comet approaches the Earth, carrying the ultimate destruction. The government is disbanded, there is no communication or transport. The world is in chaos. This does not stop the main characters, Anna and Andrei, a couple that lives in a provincial town, from waiting their sons, who had left the town nine years ago, to come back. They dream to reunite th... Read all"
tt12815434,Batman: A Beautiful Lie,2022,"Action,Animation,Drama",8.4,Laurence Koodin,A state of secrets and a ruthless hunt for whistleblowers - this is the story of 25-year-old NSA contractor Reality Winner.
tt12818328,Hundreds of Beavers,2022,"Action,Adventure,Comedy",7.7,Mike Cheslik,"A burnout couple squat in abandoned Florida mansions. As past traumas resurface, the couple's behavior gets more and more erratic, as whispers of the enigmatic ""Florida Man"" engulf the neighborhood."
tt12819466,Anchorage,2023,Drama,5.2,Scott Monahan,"When a seaside town is gripped in a vice of drug fueled corruption, sometimes the only solution is to book a dance with the Morris Men."
tt12819562,Asterrarium,2021,"Comedy,Drama",5.5,"Armen H'Akopian, Dmitriy Tarkhov",Two brothers attempt to drive a trunk full of opioids from Florida to Alaska to cash in big in the Land of Gold. A split-second act of violence somewhere in the California desert derails their trip and sets them on a crash course with tragedy.
tt12819966,Florida Man,2022,Drama,7.3,David Sigura,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers."
tt12821446,Reality Winner,2021,Documentary,7.0,Sonia Kennebeck,The friendship between a little girl born into a privileged family and a village man who is the family servant.
tt12822900,Shankar's Fairies,2021,Drama,6.9,Irfana Majumdar,"Roy finds it difficult to maintain any sort of relationship with anyone except his wife Teena, who loves him wholeheartedly. When Teena, following clues from her husband's dreams, goes missing while searching for a veteran writer."
tt12822978,Potty Town,2022,Documentary,7.3,Morgan Elliott,"POTTY TOWN, the story of Hank Robar's twenty-five year fight with the local Potsdam government, started with a flower-filled toilet protest and ended in a $7 million dollar lawsuit."
tt12823454,Your Place or Mine,2023,"Comedy,Romance",5.7,Aline Brosh McKenna,A University professor with an insatiable appetite for investigation is asked by some old family friends to investigate a series of hauntings at their antique bookstore.
tt12825632,Miss Willoughby and the Haunted Bookshop,2021,"Adventure,Crime,Mystery",5.5,Brad Watson,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.
tt12825680,All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),2021,Documentary,7.1,Jeremy Elkin,"The Bubble examines often-surreal senior citizen life within The Villages, America's largest retirement community. Retired life beneath the Floridian sunshine however, is not perhaps as idyllic, or as welcomed, as one may imagine."
tt12826450,I comete,2021,Drama,5.5,Pascal Tagnati,Plot not available
tt12826806,The Bubble,2021,Documentary,7.3,Valerie Blankenbyl,"Cross-section of life in a Corsican village where tradition is revered, observing the locals throughout one summer."
tt12827316,You Look Familiar: Vernée Watson,2021,Documentary,7.8,Juney Smith,"In the late '80s and early '90s, two vibrant subcultures, skateboarding and hip hop, collided in downtown New York."
tt12829654,The Zompocalypse Therapy Sessions,2022,"Comedy,Horror",6.7,Blaze Lovejoy,The hardest part for Oma and Dayo is not realizing they are in toxic relationships. With the help of Dr Pat they are able to let go of their toxic past.
tt12829798,5:55,2021,"Comedy,Drama,Romance",5.3,Chibuzor Afurobi,The End of Medicine is a feature length documentary exploring the link between our treatment of animals and emerging health threats such as pandemics and antibiotic resistance.
tt12832900,Sight: Extended,2023,Sci-Fi,5.9,"Daniel Lazo, Eran May-Raz",An anxious therapist and her awkward clients wrestle to overcome personal issues and zombies.
tt12833038,The End of Medicine,2022,Documentary,7.6,Alex Lockwood,"In a near future dominated by augmented-reality eyepieces, a troubled young man who suffers from agoraphobia experiences an unlikely transformation when he comes across a mysterious A.I. that transforms every facet of his life into a game."
tt12834962,Raksha Bandhan,2022,"Comedy,Drama,Family",5.4,Aanand L. Rai,"The story of East German motorcycle racer Ernst Degner, who, at the height of the Cold War and on the cusp of achieving his life ambition to win the world championship, fled East Germany with his family in a heart-stopping escape."
tt12835186,Missile from the East,2021,Biography,7.6,Justin Stokes,"As told by the Indigenous Elders and Leaders, scientists and activists of the boreal forest, The Issue with Tissue - A Boreal Love Story draws a connection between colonial violence and unfettered extractive industrial exploitation."
tt12835298,Killing Escobar,2021,"Crime,Documentary",6.2,David Whitney,Varun starts to Vijayawada on may 16 to attend an interview asking his uncle Bhaskar to receive varun's girlfriend brother from airport whom he need to receive and convince for marriage and what happens next on his way is the film
tt12836378,The Tinderbox,2022,Documentary,6.8,Gillian Mosely,"Jewish director Gillian Mosely journeys around Israel and the West Bank, spending time with everyone from a Jewish settler to a political member of Hamas. Alongside the film exposes how, when, and why the conflict began."
tt12836460,May 16,2022,"Action,Comedy,Thriller",8.6,Dharma,"The untold story of the attempted assassination of Pablo Escobar, while at the height of his powers, by a small team of elite mercenaries."
tt12838346,The Issue with Tissue - A Boreal Love Story,2022,Documentary,5.8,Michael Zelniker,Shuli and his friends go on an adventure. They discover new ability's they each have.
tt12839480,Saving Shuli,2021,Comedy,5.8,Ben Bachar,"Lala Kedarnath promises his dying mother to marry his 4 sisters well. Owner of family chat shop, he has trouble finding suitors. His sisters take priority over childhood romance with Sapna."
tt12840422,Exhibit #8,2022,"Horror,Thriller",5.4,Ruben Broekhuis,"When Bosnian-born Aisha and cameraman Elias team up to shoot a documentary on the mysterious disappearance of Aisha's brother, they cross paths with another film crew, who are creating an even more sinister narrative."
tt12840630,Eyes of a Roman,2022,"Action,Drama",7.4,CJ Goodwyn,"A widowed father sets out on the road, after losing his young son to sudden death, to end his life. But through the help of his dead wife and the Universe's healing powers, he's able to face life once again and truly, live."
tt12843046,Between Mountains,2022,Drama,7.4,Vineesha Arora-Sarin,"A Roman soldiers life changes in an instance when he fights for what he believes is right, the day before the final battle between the armies of Spartacus and Marcus Crassus."
tt12843864,Confined,2021,"Horror,Thriller",5.7,Brandon Baker,"Two successful online influencers are confronted with the appearance of a mysterious countdown on their mirrors, that threatens to reveal what's behind their apparently perfect life."
tt12844586,Sanctioning Evil,2022,Action,5.4,Ante Novakovic,"Two friends, on the verge of bankruptcy, decide to rob a finance firm. To their surprise, another team of professional hit-men also attempt a heist there at the same time."
tt12844798,Residents of Arcadia,2021,Sci-Fi,5.6,Dom Cutrupi,A couple quarantined across the country from one another during a pandemic are unsure if the strange events happening around them are side effects of a virus - or something altogether more sinister.
tt12845262,Operation Olipporu,2021,"Action,Comedy,Thriller",9.0,Akshay Ajayakumar,Documentary about the life and work of the Brazilian metal vocalist André Matos.
tt12845544,Broadway,2022,"Crime,Drama",6.0,Christos Massalas,"After being discharged from the military, Sgt. Barnes finds his way back into society via a charismatic politician with a covert plan to eliminate an underground criminal element."
tt12845758,Andre Matos - Maestro do Rock,2021,"Documentary,Music",8.9,Anderson Bellini,A story about dancers and thieves in modern-day Athens.
tt12847806,"Boobs, Blood, and Mayhem: Volume 1",2021,"Action,Drama,Fantasy",5.4,James B. Thomasson,"A collection of sexy and hot shorts hosted by Dilynn Fawn Harvey. These shorts have a wide range of entertainment from a T-Rex, Zombies, Killers, Ghost, and Monsters."
tt12850216,Unidentified Objects,2022,"Comedy,Drama,Sci-Fi",6.3,Juan Felipe Zuleta,"An uptight dwarf and his free-spirited, alien-obsessed neighbor hit the road on a border-defying search for their place in the universe."
tt12851324,Zombie Reddy,2021,"Action,Comedy,Horror",6.6,Prasanth Varma,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.
tt12851396,Trollhunters: Rise of the Titans,2021,"Action,Adventure,Animation",6.6,"Johane Matte, Francisco Ruiz-Velasco, Andrew L. Schmidt",Plot not available
tt12851564,Comedians,2021,"Comedy,Drama",5.6,Gabriele Salvatores,"Mario, a game developer, and his friends must tackle and escape from a rising zombie apocalypse in the region of Rayalaseema."
tt12853758,Tales of the Unnatural: The Movie,2021,Horror,6.3,Zachary Keane,Theatrical adaptation: a group of aspiring comedians at a Manchester evening school reunite for their last rehearsal before performing for an agent from London.
tt12854980,Don't Sell Me a Dog,2021,Crime,7.3,Pauric Brennan,"Rashmi, an aspiring model, rents an apartment and meets married neighbor Nalini. They fall in love and plot to steal from Nalini's gangster husband. Will the risky con work?"
tt12856788,Dangerous,2022,"Action,Crime,Drama",5.4,Ram Gopal Varma,"His car hijacked by an addicted couple and their stolen cash, the unassuming Joe must seize back control before the searching gangsters find and kill them all. But with trust earned, lessons learned and solace sought, bought and sold, it soon becomes apparent that though truth hurt. Lies kill."
tt12857614,"Love, Life & Pakodi",2021,Romance,5.5,Jayanth Gali,"The film narrates the journey of a couple who face the complications and their confusion honestly, meanwhile rediscovering themselves at every step."
tt12857724,#BlackSkin,2023,Drama,5.8,Marc Cayce,Eight-month pregnant Sakshi must save herself and her unborn child from the evil within society and from the fear that lies in the paranormal world.
tt12857892,The Haunting of the Lady-Jane,2023,"Horror,Thriller",8.0,Kemal Yildirim,"The peaceful waterways of the English countryside are plagued by legends of 'RÀN'; a water spirit who collects the bodies of sinful people along the river. After a disturbing incident left Lily emotionally scarred and estranged from her parents she decides to begin her life again. Now a socially aware writer on female empowerment, she decides to tour the country with ... Read all"
tt12861212,Chhorii,2021,"Drama,Horror,Thriller",6.7,Vishal Furia,"Minneapolis, becomes a powder keg of police violence against black men in America. Multiple black men's deaths are in the hands of the Minneapolis police."
tt12861616,Cheruvaina Dooramaina,2021,"Drama,Mystery,Romance",8.9,Kanuri Chandrasekhar,RGV is in love with his younger sister Akshara more than his life. Anyone who looks at his sister in college will be badly punished.
tt12861850,Chandigarh Kare Aashiqui,2021,"Crime,Drama",6.7,Abhishek Kapoor,"Young Anabel falls for wealthy Oskar, unaware of his dark sexual desires. Their relationship spirals as Oskar's fetishes intensify, culminating in tragedy despite Anabel's initial willingness to explore."
tt12862516,Porcupine,2021,Drama,5.5,M. Cahill,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a male Zumba teacher disguised as a woman. All seems well until this revelation causes turmoil in their love story."
tt12873162,The Sea Was Never Blue,2022,Drama,8.1,Adam Assad,An adult woman puts herself up for adoption and forms a bond with the misanthropic patriarch of her adoptive family. Based on a true story.
tt12873248,Fetish,2022,Drama,7.8,Joaquin Rodriguez,"Evie's long-lost cousin invites her to a swanky English wedding, where she uncovers a dark and twisted family secret that threatens to upend her life."
tt12873300,Sight,2023,"Biography,Drama,History",7.0,Andrew Hyatt,"A feature documentary film following individuals grappling with the current systemic failures of how we have dealt with addiction and their journey to develop and employ new, innovative, and often controversial solutions to the problem."
tt12873562,The Invitation,2022,"Horror,Thriller",5.3,Jessica M. Thompson,"When a blind orphan arrives in his waiting room seeking a miracle, a world-renowned eye surgeon must confront his past--and draw on the resilience he gained growing up in China during the Cultural Revolution--to try to restore her sight."
tt12877408,Tipping the Pain Scale,2021,Documentary,8.1,Jeff Reilly,"Josh Chang is a struggling gig economy worker who picks up passengers on Election Day, which changes the course of everyone's lives forever."
tt12877640,A Classic Horror Story,2021,"Drama,Horror,Mystery",5.7,"Roberto De Feo, Paolo Strippoli",An inept security guard thinks he's in a crime thriller after eavesdropping on a corporate murder scheme. He entangles an unlikely assortment of night owls in a series of mishaps and misunderstandings to unravel the mystery.
tt12880368,John Waite: The Hard Way,2022,"Biography,Documentary,Music",7.1,Mike J. Nichols,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive."
tt12880568,Corridor,2024,"Comedy,Drama,Mystery",6.8,Johnathon Olsen,"When music is your whole life, and suddenly life gets interrupted...."
tt12880804,Meeting Juan Jones,2023,"Action,Crime,Drama",6.8,Alejo Vega,"After Tim, a crypto currency trader loses his life's savings after an insider tip goes wrong. Tim meets Juan Jones a local Miami shylock who takes Tim for a ride through the streets of Miami for a night of corruption, and self-discovery."
tt12882656,The Found Footage Phenomenon,2021,Documentary,6.5,"Sarah Appleton, Phillip Escott","The Found Footage Phenomenon is an independent documentary charting the origins of the found footage sub-genre, tracking it through to the technique's current form, and asking what the future is."
tt12885852,Batman: Soul of the Dragon,2021,"Action,Adventure,Animation",6.1,Sam Liu,"In the 1970s, a missing teacher of martial arts is the subject of a quest by his devoted and brilliant but distant students, who include Batman."
tt12886410,Aishû Cinderella,2021,"Crime,Drama,Mystery",6.1,Ryôhei Watanabe,"When a group of friends party in a graveyard on Friday the 13th one of them gets too drunk and breaks the only bowl they brought. Trying to keep the party going Bud finds a human skull and shows it can be smoked out of. After the guys smoke out of the skull something happens. Their eyes change. They start getting animalistic and aggressive, scaring the ladies. The wom... Read all"
tt12886688,The Devil's Lettuce,2021,"Horror,Thriller",6.4,Loren Molloy,"Koharu holds down a public sector job and does it well. Then disaster strikes. Her family and home are stricken. She is personally affected when her man lusts after other women including a co-worker of his. A white knight appears who is willing to be with her, love her and marry her. What happens next is no Cinderella story however."
tt12887178,14 Phere,2021,"Comedy,Romance",6.3,Devanshu Singh,"Sanjay, a Rajput from Jahanabad, is in love with Aditi, a Jat from Jaipur. They want to get married, but don't want to hurt their families. So they plan to get married by arranging a fake set of parents. Will they succeed?"
tt12887208,Pippa,2023,"Action,Drama,History",6.2,Raja Menon,This uplifting feast of a film goes behind the scenes of an Italian hotel-restaurant staffed by youngsters living with Down syndrome.
tt12887770,Barbaque,2021,"Comedy,Horror",6.6,Fabrice Eboué,"After accidentally killing a vegan activist, a struggling butcher chops up the body and sells the meat to his customers. With business now booming, he and his wife search for more victims to satisfy their clientele's growing demand."
tt12887784,Chef Antonio's Recipes for Revolution,2021,Documentary,7.6,Trevor Graham,A young Indian Army captain from the 45 Cavalry regiment commanding the amphibious PT-76 war tank comes of age as he and his two siblings fight to liberate Bangladesh in the Indo-Pakistani war of 1971.
tt12888672,Servus Papa - See You in Hell,2022,"Crime,Drama",6.0,Christopher Roth,"When Cal Baker's old friend unexpectedly visits from out of town, the secrets of the past and present collide as the two men wrestle with the truth and its impact on their future."
tt12889404,Cyrano,2021,"Drama,Musical,Romance",6.4,Joe Wright,"Jeanne grows up in a large commune in Austria where the offspring of the Nazi generation tries to create a new utopia only to reinvent totalitarian structures. Jeanne is a ""soldier"" of the commune, but everything changes when she falls in love with Jean and thus violates the first rule of the commune: love is forbidden. The commune becomes a cage, the utopia of a new ... Read all"
tt12890644,Whiskey Sour,2022,Drama,8.3,Christopher Selby,"Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters."
tt12890988,Scarborough,2021,Drama,7.2,"Shasha Nakhai, Rich Williamson",People battling to the death in a seemingly endless wasteland searching for the Embodiment of Angst.
tt12894288,The Ezzera & Gore-Girl Horror Anthology,2023,Horror,5.6,"Brandon Rhiness, Jeremy Decker, Jarvis Greiner",One Life to Blossom follows the life of black transgender activist Blossom C. Brown when she undergoes her dream of getting face feminization surgery all within a year before making nationwide headlines at the 2019 CNN LBGTQ+ Town Hall.
tt12906170,Open Doom Crescendo,2022,"Action,Adventure,Fantasy",7.5,Terry Leung,A woman finds an old VHS tape in her deceased parents' basement that contains a series of short horror films recorded from a bizarre late-night cable TV show.
tt12906894,One Life to Blossom,2021,Documentary,6.4,Alexandrina André,"Scarborough is the film adaptation of the award-winning novel by Catherine Hernandez. Over the course of a school year, 3 kids in a low-income neighbourhood find community and friendship at a drop-in reading program."
tt12908110,Mr. Harrigan's Phone,2022,"Drama,Horror,Mystery",6.0,John Lee Hancock,"A real-time portrait of 2020 unfolds as an Asian-American family in Trump's rural America fights to keep their restaurant and American dream alive in the face of a pandemic, Neo-Nazis, and generational scars from the Killing Fields."
tt12908508,John Luther,2022,"Crime,Mystery,Thriller",6.9,Abhijith Joseph,"When Mr. Harrigan dies, Craig, the teen who befriended and did odd jobs for him, puts his smart phone in his pocket before burial. When the lonely youth sends his dead friend a message, he is shocked to get a return text."
tt12915204,Bolivar,2022,Drama,8.7,Nell Teare,"In a small town of the Celtic coast, an old legend is haunting the inhabitants. Young men disappear at sea. Is it the devil's work. Or an evil creature's from the ancient world. Leon and his friends decide to investigate, even if it means going down the abyss."
tt12915238,Bad Axe,2022,Documentary,7.5,David Siev,"The missing case of a teacher named Prakashan is reported at the police station where John Luther works as a CI. As the investigation progresses, John meets with an accident in a scuffle while investigating another case."
tt12916150,Noise of Silence,2021,"Drama,Romance",7.4,Saiif Baidya,"Maggie is struggling to keep her life together after the death of her mother when her addict brother shows up, forcing her to make sense of a reality that may not be what it seems."
tt12917590,The Song of the Sea,2022,"Drama,Fantasy,Mystery",7.7,Pierre-André Le Leuch,Plot not available
tt12919688,School of Mafia,2021,Comedy,5.2,Alessandro Pondi,A young man entering a quarter-life crisis finds himself over the course of a fateful Saturday night in Chicago.
tt12921054,Saturday Night Inside Out,2023,Drama,8.5,Connor McBride,A story about love and lost; Something that was never told. Something that needs to be shown. An agony and betrayal in a journey of a young woman's life who is out to search for her mother.
tt12923028,Live Is Life,2021,"Comedy,Drama",6.3,Dani de la Torre,"A story about relationships between children and adults broken by shaky 1990s in Ukraine. The boy Tymophii befriends a weird man named Felix. He's the veteran of Afghan war, he has PTSD and he loves music."
tt12923836,Ya i Felix,2022,Drama,7.5,Iryna Tsilyk,Five friends spend one last summer together as they begin transitioning to adulthood.
tt12927342,Heavy,2021,Drama,6.1,DeMarcus Bailey,"When being young and hood rich is no longer a 'priority' Renz turns his focus to something physically and mentally finer. But when walls and barriers begin to break, things begin to get HEAVY and he realizes he has to choose between love and loyalty."
tt12929990,Resort to Love,2021,"Comedy,Romance",5.7,Steven K. Tsuchida,"Lee, an anxious young man living in rural Alberta, is about to start a new job in road construction. Confounded by the news of an illness in the family and masculinity stereotypes-- Lee must decide whether to stay or go."
tt12930350,My Spy The Eternal City,2024,"Action,Comedy",5.6,Peter Segal,"Erica, who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown."
tt12933568,Legacy of Love,2021,Drama,6.0,Ranelle Golden,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear scheme threatening Vatican City, which disrupts a high school choir trip to Italy."
tt12934256,A Reflection of Evil,2021,Thriller,8.3,Robert Salone Jr.,"Unexpected tragedy causes a coming-of-age woman to question the meaning of life, until she finds her purpose by helping others deal with the loss of a loved one."
tt12934986,Blue Hour,2021,Drama,8.5,Jesse Pickett,"Molested by her uncle. A young girl creates strange games to play with her dolls in order to deal with her trauma. Sixteen years later, her games have become more deadly for everyone around her."
tt12936516,ParaGold,2022,Documentary,8.8,Ron Davis,Follows the lives of four Paralympic equestrian hopefuls as they vie for a spot on the 2020 U.S. Paralympic Dressage team.
tt12937954,Haunting Trophies,2024,"Crime,Mystery,Thriller",7.8,László Illés,"A young man hiking deep in the woods finds a female corpse manipulated in a bizarre manner. Shocked by the discovery, the man realizes that he is not alone on the scene. The murderer starts hunting him in order to protect his identity."
tt12939812,The Nailbomber,2021,"Crime,Documentary,History",6.3,Daniel Vernon,"This documentary tells the story of the 1999 London bombings that targeted minority communities, and the race to find the far-right extremist behind them."
tt12943582,The Disappearance of Toby Blackwood,2022,Comedy,6.2,Joe Ahern,"Neil and Alya are a happy couple who have a firm belief that marriages are made in heaven, however, soon they see a new side to their relationship when their life shifts onto a rocky road. A filmmaker by profession, Neil, has an erratic schedule and is not able to spend enough time with his wife, Alya, a former model who has adapted a domestic life to enjoy marital bl... Read all"
tt12944082,Intezaar: Koi Aane Ko Hai,2021,Horror,6.8,Man Singh,"A conspiracy theorist YouTube personality goes missing during the pandemic, and two friends try to find him without leaving their homes."
tt12949730,Lucky Louie,2023,Family,8.1,"Daniel Roebuck, Grace Roebuck","Due to the lockdown imposed because of Covid-19 pandemic, millions of migrant workers were left clueless about their future and headed to their native villages mostly on foot as there are no transportation facilities. Valasa (Migration) is road film based on those real life events and characters. Story starts with the journey of Shankar and his family."
tt12950920,Pavilion,2022,Drama,6.1,Eveshka Ghost,"Sharanya, a shy and introverted person, is a native of Kollengode, Palakkad who moves to Thrissur to pursue engineering. She finds it difficult to cope with her new surroundings in college and her hostel."
tt12951932,"Hello, Stranger: The Movie",2021,"Comedy,Romance",7.0,Dwein Baltazar,Two people who fall in love are trapped in a time warp of inevitable misfortune.
tt12952376,Larry,2022,Drama,7.8,Szilárd Bernáth,A retired cop teams up with four ex-convicts and a behavioral science student to solve a fifty year old bank robbery in this new faith filled family comedy from the creators of GETTING GRACE.
tt12953548,Super Sharanya,2022,"Comedy,Romance",6.4,Girish A.D.,"It tells the story of Adam who lives in isolation due to his stuttering, and hip-hop is the only way he can get rid of his speech impediment."
tt12953712,Ceberruh,2021,Horror,6.2,Bugra Kekik,"Xavier and Mico join a writing camp, where they get to know each other more. But with their friends and other people around them twist and turn them in different directions, will they be strangers no more or strangers again?"
tt12960116,Valasa,2021,Drama,6.4,Suneel Kumar Reddy,Plot not available
tt12960318,Miracle on 4th Street,2021,Documentary,7.5,Charlie Minn,"On November 5th 2017 the largest mass shooting in Texas history occurred inside a church in Sutherland Springs, Texas. Although 26 were murdered that day, more than half the people survived, some of them miraculously."
tt12960534,Get the Girl,2023,"Action,Drama",5.4,Chris Jai Alex,"Sebastain ""Bash"" Danye, a legendary gun for hire hangs up his weapon to retire peacefully with his 'it's complicated' partner Renee. Their quiet lives are soon interrupted when they find an unconscious woman on their property, Maddie. While nursing her back to health, some bad men attack the house. Bash and Renee end up killing the men in self-defense to find out that... Read all"
tt12961740,Sheifa lehaim,2022,"Comedy,Crime",7.4,"Assaf Abiri, Matan Guggenheim","Dov (75) a widower, lives in a nursing home where he feels like he's in jail. He dreams of buying back his old house and returning live there, but he has has no money since losing his his pension and he blames the State. When he realizes that everyone in the nursing home consumes state-sponsored medical cannabis, he finds his way out. Not by smoking, but by selling ca... Read all"
tt12962578,Grahanam,2021,Thriller,5.5,Anand Paga,"Inspector Torres is the best cop in town. After being in a coma, he wakes up again after a few years. With the help of the newly incorporated Inspector Alonso, he must end the crime that has arisen in the city."
tt12964320,Role Play,2024,"Action,Comedy,Romance",5.5,Thomas Vincent,The story revolves around the life of a couple Roy and Tina whose happy life lands into an unsettling loop of twists when a doubt about Roy's identity haunts Tina.
tt12965010,Eureka,2023,Drama,6.1,Lisandro Alonso,"A successful boxing trainer discovers that her boyfriend, a reigning champion, has been cheating on her with her own sister. She sets out to get revenge by training the one man capable of dethroning him: his arch-nemesis Kayden."
tt12965390,Perfect Addiction,2023,"Action,Drama,Romance",5.5,Castille Landon,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play."
tt12966288,Box,2021,Horror,6.1,Matt Shaw,Murphy searches for his daughter after she is kidnapped by the outlaw Randall.
tt12967694,Action Movie Cazorla,2021,"Action,Comedy",8.7,Ricardo Lopez,Rob West is a down on his luck ex-con who is trying to change his ways for the better. But when he gambles away twenty grand he must try to escape the wrath of his bookie and is forced to come out of retirement for one last job.
tt12967750,Grasshoppers,2021,Drama,6.7,Brad Bischoff,Star-crossed immigrant lovers roam their gated community drink-by-drink in search of the perfect house.
tt12968376,Just My Luck,2023,"Comedy,Crime",8.7,Kenny Keen,"A man wakes up from the lethal injection only to find himself in a small, empty box."
tt12968620,Saving the Restaurant,2022,Documentary,6.7,Andrew Ackerman,"A young father reluctantly enters back into the dating scene with the help of his daughter, six years after the untimely passing of his wife."
tt12971802,Lucy and Desi,2022,"Biography,Comedy,Documentary",7.7,Amy Poehler,"Following Bobby Stuckey for an entire year of lockdown during the COVID-19 pandemic, this is the story of one of the greatest restaurateur's struggle to save restaurants in America."
tt12971856,A New Life,2023,"Drama,Romance",7.8,Choice Skinner,"This film explores the rise of comedy icon Lucille Ball, her relationship with Desi Arnaz, and how their groundbreaking sitcom ""I Love Lucy"" forever changed Hollywood, cementing her legacy long after her death in 1989."
tt12972134,Hounds of War,2024,"Action,Drama",6.1,Isaac Florentine,"After a mission goes wrong, only one of a group of mercenaries is left alive to take revenge for his brothers."
tt12973192,Baloney: A Queer Male Burlesque Documentary,2021,Documentary,7.4,Joshua Guerci,"For 46 years, Ken Sparks devoted his life, despite the sacrifices it demanded of him, to coach the game of football in such a way that it led players and fans to Jesus and in so doing made the man a legend."
tt12973910,Sparks - The Ken Sparks Story,2022,"Biography,Documentary",7.4,Jeff Joslin,This movie is based upon the life and journey of a superstar who is facing downfall in his career and is fighting for survival and existence in bollywood. This also covers the situation of some strugglers who come to the film industry.
tt12974232,Wood and Water,2021,Drama,6.2,Jonas Bak,"The Dinosaur family head to a brand new built from the bottom up ""dinosaur theme park"" on an island in the sea. The making of the park and the making of unusual dinosaur exhibits was overseen by The Conductors old classmate and now rival Thurston. Unfortunately, a problem occurs with the ""new"" dinosaurs."
tt12975816,Shashank,2023,Drama,5.6,Sanoj Mishra,The story of San Francisco's gay all-male revue.
tt12978036,Dinosaur Train: Adventure Island,2021,"Adventure,Animation,Family",7.1,"Craig Bartlett, Terry Izumi","As she enters retirement, a mother leaves behind her solitary life in rural Germany and memories of a once perfect family life and travels to protest-ridden Hong Kong, a place that has kept her son away from her for many years."
tt12978528,A Stage of Twilight,2022,Drama,7.8,Sarah T Schwab,"One female comedian with many voices on a journey to better understand sex work, and her own personal relationship to it."
tt12978936,Mirame,2021,"Horror,Mystery",6.4,Pavel Cantu,"Lalo is a teenager tormented by the recent death of his dad, and being forced to move to an old house with his grandmother Elena. After taking his dad's old wristwatch, the ghost of a young girl begins to haunt him. Now, Lalo's life is in danger as he tries to unfold the mysterious ghost who keeps frightening him, hoping to stop her from dragging him for good."
