tconst,originalTitle,year,genres,Rating,director,plot
tt13293212,Morgan's Mask,2023,Drama,8.5,Trevor Rigby,"In the wake of The Rapture, a lone scavenger fights to survive in an empty and desolate world."
tt13293604,Last Night on Earth,2024,"Drama,Sci-Fi,Thriller",6.1,Marcos Efron,"Faced with impending doom from a planet-killing asteroid, a couple flee to the hills of Tennessee to spend their last days together - but the chaotic breakdown of society disrupts their peaceful plans."
tt13297478,Scars,2024,"Drama,War",8.7,Shaun Kosta,"""Until the lioness starts telling her own story, the hunter will always be the hero"" - I recalled this old African proverb while listening to her cry on the flight. Following the conversation of the weeping mother over the phone, I started writing the script of Neel Mukut -Director"
tt13297556,Horror-Scopes Volume One,2023,Horror,7.8,"Alexander Churchyard, Mj Dixon, Davin Jeayes, Annie Knox",A combat medic veteran with PTSD fights to save himself and his family's wildfire-torn California vineyard.
tt13297614,Neel Mukut,2021,"Documentary,Drama",7.7,Kamar Ahmad Simon,"Stuck inside during quarantine, a cosplayer's world begins to fall apart. With nowhere to go, she turns within to find the answers."
tt13298578,The Fall of the House of Usher,2021,"Horror,Mystery,Thriller",6.5,James Darrah,Boston Lyric Opera gives an art house cinematic treatment to Philip Glass' opera The Fall of the House of Usher. This chilling film places Edgar Allan Poe's iconic gothic horror story.
tt13299052,Khiladi,2022,"Action,Crime,Thriller",5.2,Ramesh Varma,A murder suspect escapes police custody due to criminologist Priya's misjudgment of her case for the thesis. Priya along with Arjun solves the mystery around the murder and money laundering which lead to the murder.
tt13299862,Pendulum,2023,"Fantasy,Thriller",6.6,Rejin S. Babu,"This five film series tells a different kind of ""Hero's Journey"" than the one the public is used to. Not the tales of heroism and valor on the battlefield but the story of Veterans willing to fight the battle of the demons within."
tt13299890,The Great Indian Kitchen,2021,"Comedy,Drama",8.1,Jeo Baby,"Dr. Mahesh, on trying to unravel the mystery of an unusual incident, concludes that lucid dreaming might help digging up his past. Will he be able to rectify the future by altering his past mistakes?"
tt13304294,Veterans Journey Home,2021,Documentary,6.4,Frederick Marx,"After marriage, a woman struggles to be the submissive wife that her husband and his family expect her to be. The story follows her journey, as she changes herself and, even more so, changes the household."
tt13304532,The Sketch Comedy Movie,2021,Comedy,6.1,Dallas Ryan,"Pothuraju is a fisherman, film freak & ardent fan of Director Puri Jagannath. His life ambition is to conjure up the dramatic moments in his life & persuade his idol Puri Jagannath to make a film based on him. As time passes, he discovers life-altering secrets about his own family and life. Thus, Pothuraju will get forced to confront the deep pain behind his ludicrous... Read all"
tt13304556,The Plead,2022,Drama,7.4,Dallas Ryan,"In London, Detective Tyrone Raheem crosses paths with a woman scorned, choosing between the law and morality, to take down a sex crime syndicate."
tt13304584,Bomma Blockbuster,2022,"Action,Comedy,Drama",6.3,Raj Virat,"When a drug deal goes wrong, it catches the attention of both the law and the criminal world. What follows is utter mayhem that will link the fate of three gangs, an unscrupulous cop, a greedy mobster and a street-smart stringer."
tt13304732,Yellow Gangs,2022,"Crime,Drama,Thriller",7.6,Ravindra Parameshwarappa,It's a sketch comedy film about...sketch comedies.
tt13306176,Rapist Rapist,2021,"Action,Crime,Thriller",5.5,Tamara Rothschild,"A man is given one hour to plead for his life, but as things unfold, nothing is what it seems."
tt13306898,Crazy Uncles,2021,Comedy,8.9,E. Sathi Babu,"After working over 30 years for the same company, Anthony Harrison retired to begin a new chapter in his life. His wife Stacey, encourages him to pick back up his passion for teaching roller skating lessons. As Anthony begins his new venture he encounters a few disrespectful youth who tells him he's to old to be on their skating floor. Their disrespect leads Keith and... Read all"
tt13307128,Old School Rollers,2021,Family,7.4,Tree Walters,"Three middle aged, rich uncles who are unsatified with wives decides to enjoy their life without them and ends up getting in a big trap"
tt13307400,1618,2021,"Drama,History",5.8,Luis Ismael,"The Inquisition continues the persecution of Portuguese Jews, sending Visitador Sebastião Noronha to the city of Oporto. With his family and community in danger, António Álvares, decides to outline an escape plan."
tt13308098,Behind a Masquerade of Rhymes,2021,Drama,6.1,"Laura Henderson, Sarah MacLean","With a broken-heart, Jesse Collins uses her quick wit as a shield. Through a poetry program, Jesse meets Hannah, a housewife. The two find more than they expected, but could she possibly be the one to inspire Jesse to move on?"
tt13308110,The Mystery of Her,2022,Drama,6.0,Nicholas DiBella,"After a sexist joke goes viral, Cédric loses his job and embarks on a therapeutic journey to free himself from sexism and misogyny. He and his girlfriend hire a mysterious and liberated babysitter to help shake things up."
tt13308316,Babysitter,2022,"Comedy,Drama,Mystery",6.1,Monia Chokri,"After a near fatal car accident, a popular high school student loses her memory and gets a second chance at a more meaningful life."
tt13308864,Children of the Pines,2023,"Drama,Horror,Thriller",8.1,Joshua Morgan,"Dunk or Die looks back at the career of dunk prodigy Kadour Ziani, from his childhood on the playgrounds of Saint-Dizier to the greatest of NBA stadiums."
tt13309170,Influencer,2022,"Horror,Mystery,Thriller",6.2,Kurtis David Harder,"Riley, a college junior, is persuaded by her estranged parents to visit. Unbeknownst to her, they've developed an unsettling friendship with her high school ex, while also seeking supernatural healing for their family's deep-rooted issues."
tt13312144,Dunk or Die,2022,Documentary,7.2,Nicolas de Virieu,"Drowning in debt, child support and bills all while white knuckling it through sobriety, Francis is coming undone. When his roommate, Shelly, goes missing, Francis is thrown headlong into her private world; a slip stream of money, violence and terrifying allegiances. As secrets are exposed and tensions mount, a search for Shelly devolves into striving for meaning in t... Read all"
tt13313630,Road to Damascus,2021,"Crime,Drama,Mystery",5.5,Anthony G. Perkins,"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn."
tt13314558,Day Shift,2022,"Action,Comedy,Fantasy",6.1,J.J. Perry,"The Kerista Commune shared sex, love and parenting, while getting rich selling Apple computers. But Kerista was as fragile as it was alluring, and the former members are still debating whether their utopia was actually a cult in disguise."
tt13315004,Alone,2021,Thriller,7.3,Les Mahoney,"Harrison Spencer, alone in a remote lake house, finds himself stranded due to the Covid-19 pandemic and confronting the demons of his past."
tt13315294,Far Out West,2021,Documentary,8.5,"Travis Chandler, Dan Greenstone","A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires."
tt13316722,Seobok,2021,"Action,Drama,Sci-Fi",6.1,Lee Yong-ju,Two gulls find a portal into alternate realities.
tt13316820,Boy Meets Boy,2021,"Drama,Romance",5.5,Daniel Sánchez López,"Ex intelligence agent Ki Heon is tasked with safely transporting Seo Bok, the first ever human clone, who holds the secret of eternal life. Several forces try to take control of Seo Bok to serve their own agendas."
tt13316918,Ed and Rooster's Great Adventure,2024,Adventure,6.6,Lucy Fazely,"In their latest adventure, the super-duper team of socially awkward couch commandos returns to plan the perfect mission for rescuing a rare collectible from the clutches of a villainous scoundrel."
tt13317068,Bizarre Again,2022,Drama,5.9,Étienne Faure,"Mallory Grossman a 12-year-old girl, took her own life after months of relentless bullying at school and online. Mallory's school failed to stop the bullying after continued outreach. Her family has never stopped fighting for justice."
tt13318488,"Seyran Ates: Sex, Revolution and Islam",2021,"Biography,Documentary",7.2,Nefise Özkal Lorentzen,"From the confined universe of Brooklyn's BIZARRE cabaret, we set off on a road movie across the American West. We are 7 years later. Luka and Maurice have never seen each other again and have no contact since the tragic events of the BIZARRE cabaret in New York. Luka now lives in Denver, Colorado. He is married to a slightly older man who is the father of a 16-year-ol... Read all"
tt13319276,Mallory,2021,Documentary,8.1,Ash Patino,"In the 1960s, the hippies championed the idea of a sexual revolution. They received neither Fatwas nor bodyguards. Today, Seyran Ates - a Turkish- German lawyer, feminist, and one of the first female imams in Europe - is fighting for a sexual revolution within Islam. In return, she was shot, received fatwas and death threats, and now has to live under constant police ... Read all"
tt13320234,Super Duper Heist Squad,2021,Comedy,7.8,Mark Daniel Foley,"Harry has been partying for 48 hours when he meets Johannes on the dance floor of a club in Berlin. With 15 hours until his flight home, Johannes offers to help him print his boarding pass. This mundane task leads to a day together wandering the city. The contrasts in their lives and values force each one to confront their own truths. Boys Meet Boys is a feature lengt... Read all"
tt13320622,The Lost City,2022,"Action,Adventure,Comedy",6.1,"Aaron Nee, Adam Nee",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.
tt13320662,Slumberland,2022,"Adventure,Comedy,Drama",6.7,Francis Lawrence,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again."
tt13321244,Origin,2023,"Drama,History",7.2,Ava DuVernay,An imaginary friend helps a scared father repair his stormy relationship with his three young children.
tt13323300,Army Baby,2022,Comedy,5.3,George Kordellas,The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.
tt13323462,Day Zero,2021,"Documentary,Drama",7.2,"Virginia Quinn, Kevin Sim",Yiannis is a young man who is doing his military service at a camp on the Greek Turkish border along the Evros river. He is an unsophisticated youngster possessing all the carelessness of youth and facing life with absolute lightness. Before he joined the Army he flung himself into pursuing short-term pleasures with legendary irresponsibility without ever considering ... Read all
tt13326778,Imagined,2022,"Comedy,Drama,Family",7.0,Tori Layne,The world's water shortage crisis.
tt13327038,Do Revenge,2022,"Comedy,Romance",6.3,Jennifer Kaytin Robinson,UFO sightings have been a regular world wide phenomenon for decades. Researchers of UFOs have noticed a connection with UFO sightings around Volcanic hot spots across Latin America. Join Stephen Bassett and Jaime Maussan as they discuss a history of sightings. Jaime has been a news journalist in Mexico for over 25 years and Stephen Bassett has been fighting for politi... Read all
tt13327672,Jolghori - Story Never Dies,2021,Thriller,7.8,Asad Zaman,Plot not available
tt13327756,Volcanic UFO Mysteries,2021,"Documentary,Sci-Fi",6.0,Darcy Weir,"The Afro-Berliner DJane Sweety, the Italian karate teacher Gino and his German half-brother Ninja are in deep trouble. They fight for survival: Against a powerful mobster and two nasty real estate sharks who demand a lot of money from them. They only have one week left."
tt13327864,Crop Circle Realities,2021,Documentary,7.4,Darcy Weir,"This phenomenon stretches far beyond the boundaries of England with over a thousand crop circles spanning the globe. Although there have been some claimants to come forward to take responsibility for the creation of some crop circles, this documentary seeks out the most incredible crop circle designs and a possible E.T connection to their making. Realities that some m... Read all"
tt13330638,The Woddafucka Thing,2022,Comedy,8.2,Gianluca Vallero,Two girls lean on their friendship to get through troubling teenage years.
tt13332474,Remy & Arletta,2023,Drama,7.7,Arthur De Larroche,"It's summer break, Emma and her father are rehashing a painful previous year but it's time to move on, Tom's return to the small town won't help make matters easier. Emma is only sixteen and has her whole life ahead of her."
tt13332668,Momentum,2021,Drama,6.1,Edwin Charmillot,Drea and Eleanor agree to go after one another's bullies.
tt13334870,Naradan,2022,"Drama,Thriller",6.1,Aashiq Abu,"Naradan is a dramatic journey of Chandraprakash, a popular news anchor in the media world who is desperate to prove his worth."
tt13338980,All for Her,2021,Drama,6.0,Prarthana Mohan,A documentary film about the work of a bold yet unsung civil rights activist/educator and those carrying on her legacy.
tt13339708,Shellfish,2022,Comedy,8.1,Hunter Hopewell,"A stop motion animator has a week to make a film with his dumbstruck brother and the girl of his dreams without his parents finding out. As the shoot unravels, he must decide which is more important, his filmmaking or close relationships."
tt13344406,Move When the Spirit Says Move: The Legacy of Dorothy Foreman Cotton,2023,Documentary,8.3,"Rachel Ferro, Deborah C. Hoard","A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable."
tt13345102,The first Gentleman,2021,Comedy,5.3,Hayato Kawai,"When a woman finally becomes pregnant but is diagnosed with a deadly condition, she must lean on her family to save her unborn child."
tt13345606,Evil Dead Rise,2023,Horror,6.5,Lee Cronin,A zoologist and expert on birds is on a trip to an isolated locale to study the native species. He is expected to be in relative isolation given his destination. His wife is the leader of a political party in Japan. His wife asks him how he would feel should she become Prime Minister. Lo and behold she is the leader of the country upon his return.
tt13345930,If I Could Ride,2022,Drama,7.1,Shawn Welling,An essay-film by artist Juul Hondius about the remarkable and comprehensive relationship between himself and a world-famous ideological work of art.
tt13346120,The Therapist,2022,"Drama,Romance,Thriller",5.6,Rashira Johnson,"This story is about two teenage girls with totally different backgrounds. One girl, Jodie Brown was born with a physical disability. She and her mother live on a run down old farm. With the recent passing of her dad, Jodie's mother Sandy, works two jobs to make ends meet. Jodie's dream is to own and ride a horse and even eventually compete in a horse show. However, ph... Read all"
tt13347372,To Unveil a Star,2021,Documentary,8.7,Juul Hondius,A married couple seeks professional help in hopes to help their marriage. Things take an uncertain turn as their therapist become obsessed with the husband.
tt13347662,Aware: Glimpses of Consciousness,2021,Documentary,7.4,"Eric Black, Frauke Sandig","What is consciousness? Is it in all living beings? What happens when we die? Why do we seem to be hardwired for mystical experience? In these times of existential crisis, there has been an explosion of research into consciousness. After four centuries of silence, scientists are confronting the ""Big Questions"", cutting a window into a realm previously held tight by phi... Read all"
tt13349280,Aadavaallu Meeku Johaarlu,2022,"Comedy,Drama,Family",5.8,Thirumala Kishore,Chiranjeevi grows up in the company of his mom and aunts who dote on him. But he is ultimately frustrated at not finding a bride who would be approved by all of them.
tt13349716,Shyam Singha Roy,2021,"Drama,Romance",7.6,Rahul Sankrityan,"In 1970, at the height of the sexual revolution, an idealistic academic couple and their 17-year-old daughter wrestle with revolutionary ideas around sex, race, and class."
tt13350066,Thank You,2022,Drama,6.0,Vikram K. Kumar,"Centers in the theme of reincarnation, unfolding in Kolkata and Hyderabad."
tt13350138,Three Birthdays,2023,Drama,6.5,Jane Weinstock,"After a dramatic event happens, a successful man reviews the impactful moments in his life."
tt13351240,Second Chances,2022,"Comedy,Drama,Romance",5.9,Rick Walker,A torn-up love note in an old handbag sends a thrift store employee on a secret mission to reunite a couple while she deals with a crush of her own.
tt13351972,Wrong Reasons,2022,"Comedy,Drama",6.7,Josh Roush,"When an ambiguously Intentioned masked man kidnaps a drug addicted punk singer, it triggers a police investigation as well as a media circus."
tt13352376,Lyvia's House,2023,"Fantasy,Mystery,Thriller",7.8,Niko Volonakis,"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande."
tt13352838,Break Every Chain,2021,"Biography,Drama",5.5,Tim Searfoss,"A true account of how God forever changed the life of a police officer who was battling alcoholism, depression, and devastating loss."
tt13352958,My Digital Nomad,2021,Documentary,8.8,Kata Oláh,An investigative documentary about the digital nomad lifestyle turns into an intimate conversation between mother and daughter throughout countries and years.
tt13352968,"Good Luck to You, Leo Grande",2022,"Comedy,Drama",7.2,Sophie Hyde,The discovery of pteranodon eggs turns into a mad dash for adventurous young Riley and his friends to get them to safety and out of nefarious hands.
tt13356020,Dinosaur Cove,2022,"Adventure,Family",6.6,Daniel Knudsen,"When a young journalist suspects the disappearance of a beautiful artist is connected to murders that took place 20 years earlier, she uncovers a reality she never could have imagined. Inspired by true events."
tt13356638,Miss Lillian: More Than A President's Mother,2021,Documentary,9.3,Vivian Winther,"Shadi is a little girl that her parents have been accused of murdering a girl in the village, and villagers killed her parents to seek revenge. Her uncle adops her and now Shadi must face the problems that people of the village caused them."
tt13357022,Metamorphosis in the Slaughterhouse,2021,Drama,9.3,Javad Daraei,"A new documentary film, Miss Lillian, tells the inspiring story of LILLIAN CARTER, matriarch of Atlanta's storied Carter family and mother to Jimmy Carter, the oldest living United States President. The film centers around rare interviews with historical figures of the Carter era, including former First Lady Rosalynn Carter, Los Angeles Dodger legend Tommy Lasorda, lo... Read all"
tt13357558,Horrortales.666 Part 2,2021,Horror,5.9,"Derek Braasch, Matt Cannon, Marcelo Fabani, Phil Herman","The story follows Emma as she writes a book in order to cope with a deadly home invasion and now a new terror will be unleashed, after a reading performed in her home."
tt13358022,The Reading,2023,Thriller,5.4,Courtney Glaude,"Out of options and out of cash, two best friends - a jaded wannabe filmmaker and an idealistic PhD candidate - contemplate robbing their drug dealer."
tt13358190,Golden Delicious,2022,"Drama,Romance,Sport",6.5,Jason Karman,"When basketball-obsessed Aleks moves across the street, Asian-Canadian teen Jake finds himself trying out for the basketball team to get his attention in this classic coming-of-age drama in the digital age."
tt13361452,Disencumber,2021,Drama,6.4,Adam Ninyo,"When a down-on-his luck father of three has Hollywood buzzing over his screenplay, it's a matter of time before all his dreams come true. However, his dreams are short lived when a pair of shady film makers con him out of the rights and he has no choice but to join forces with an unlikely partner, a drug lord who has plans of his own for this upcoming screenwriter - F... Read all"
tt13362198,Nagin,2021,"Drama,Fantasy",7.5,Vishal Furia,"1980, USSR. Human rights activist and political prisoner Mustafa Jemilev is exiled to Siberia, where he works at the oxygen station. 3 people are headed to him across the huge country with different goals - to meet, to destroy, to protect."
tt13363646,Made in Mexico,2021,Comedy,8.4,"Ronli Forcell, Rodney Rinks","In an epic adventure where knives will be thrown into shoulders after which one stumbles onto a wire connected to a trap covered by leaves and people will be hacked to gore, a princess must win."
tt13364468,Love Hostel,2022,"Action,Crime,Romance",5.8,Shanker Raman,The sequel to the cult classic Horrortales.666 . This promise to have the feel of the original. A lot of people from the original are involved.
tt13364844,Oxygen Station,2023,"Biography,Drama",7.1,Ivan Tymchenko,"When a logger discovers a brutally mutilated body in the forest, he goes into a catatonic state and gets the unexpected help of Death herself."
tt13364948,Logger,2022,"Fantasy,Horror",7.4,Steffen Geypens,Two adolescent Navajo cousins from different worlds bond during a summer herding sheep on their grandmother's ranch in Arizona while learning more about their family's past and themselves.
tt13365482,Frybread Face and Me,2023,Drama,7.2,Billy Luther,"Set against the pulsating backdrop of rustic North India, Love Hostel traces the volatile journey of a spirited young couple, being hunted by a ruthless mercenary."
tt13365876,Pinball: The Man Who Saved the Game,2022,"Biography,Comedy,Drama",6.9,"Austin Bragg, Meredith Bragg","Maria has no job, no money and no ambition, but she promises her dying mother to do something with her life before she dies. She then decides to try her luck as a replacement in a high school. Although she has no experience in the field, she quickly likes to teach young people, even if the reality in the school system is not always rosy. This new job will teach her a ... Read all"
tt13366978,Maria,2021,Comedy,6.0,Alec Pronovost,"Real Haunts: Ghost Towns reveals the secrets of America's most fascinating ghost towns with ""The Beard of Knowledge"", the residents and a family of ghost hunters."
tt13368010,Real Haunts: Ghost Towns,2021,"Biography,Documentary",7.5,Brett Gerking,"The story of Roger Sharpe, the young midwesterner who overturned New York City's 35 year-old ban on pinball machines."
tt13368192,Queens of the Qing Dynasty,2022,Drama,6.1,Ashley McKenzie,"A suicidal teen develops a rapport with the student from Shanghai assigned to watch her in the hospital. A nightly exchange of secrets, text messages, and possessions expands the boundaries of the relationship and alters inner chemistry."
tt13368980,Placid Park,2024,"Fantasy,Horror,Thriller",7.4,Roman Jossart,Friends on a psychedelic camping trip are confronted by a mysterious cosmic being. They're thrust into a nightmarish battle for survival through fear and paranoia all while fighting to escape the horrors of the forest and their own minds.
tt13369990,Gully Gang,2022,"Action,Comedy,Romance",8.4,"Vinay Tambireddy, T. Vinay Reddy",Jacco and Sylvie's shaky marriage is put to the test during their stay at an All-Inclusive resort. Jacco finds it difficult to embrace the All-Inclusive culture and at the same time has to repair his marriage and his band with the kids.
tt13370234,Jhansi I.P.S,2021,"Action,Thriller",5.8,Guruprasad,"A film about a boy who does not know how to love, and the hardships he goes through when he starts falling in love with the encouragement of his friends - Based on true incidents an innocent village love story."
tt13370378,All Inclusive,2023,Comedy,5.7,Aniëlle Webster,"Superhero Furball undertakes a mission to protect bees vital to the planet, but first must reform a school bully, whose redemption holds the key to saving the environment."
tt13371266,Supermarsu 2,2022,"Adventure,Family,Fantasy",6.1,Joona Tena,Plot not available
tt13372794,The Manor,2021,"Horror,Mystery",5.3,Axelle Carolyn,A pilot and a filmmaker set off to circumnavigate the world in a single-engine airplane. For 90 days they traveled and met people from many different cultures and asked them - is what divides us greater than what brings us together?
tt13374344,Beyond Borders,2021,"Adventure,Documentary",5.7,Louis Cole,"Based on a real-life incident, Sridevi Soda Center portrays a beautiful, emotional love story amidst the much prevalent caste system and politics in the rural areas."
tt13375076,The Pope's Exorcist,2023,"Horror,Thriller",6.1,Julius Avery,"After suffering a mild stroke, Judith Albright reluctantly moves into a historic nursing home where she becomes convinced a supernatural force is killing the residents."
tt13379908,Sridevi Soda Center,2021,"Action,Drama,Romance",6.2,Karuna Kumar,"In 1987, Gabriel Amorth, the Vatican's leading exorcist, investigates the demonic possession of an American boy in Spain, and discovers a secret the Vatican has tried to keep buried for centuries."
tt13380324,Night Shift,2023,"Horror,Thriller",5.4,"Benjamin China, Paul China","While working her first night shift at a remote motel, a woman begins to suspect that the property is haunted."
tt13382698,Trigger Point,2021,"Action,Mystery,Thriller",5.1,Brad Turner,"Follows Nicolas Shaw, a retired U.S. special operative who becomes part of an elite ""invisible"" team that quietly takes out the worst villains around the world."
tt13384564,Can You See Us?,2022,Drama,7.2,Kenny Mumba,"Dan's Odd Pod puppet crew love running their online 80s and 90s nostalgia show, til a call from the new channel owner changes everything. Can their channel, friendship and Dan's sanity survive cancellation? And who's truly behind all this?"
tt13386836,Odd Pod: The Movie... kinda,2021,"Comedy,Family",6.7,"Dan Lyden, Samuel Victor","Rejected by his father at birth, a boy with albinism navigates a childhood of bullying, tragedy and cautious hope in this coming-of-age drama."
tt13387266,Here Out West,2022,Drama,6.6,"Fadia Abboud, Lucy Gaffy, Julie Kalceff, Ana Kokkinos","From below the earth to the stars, The Great Basin is a documentary feature that builds a complex panorama of rural Nevada, in the Western United States, through a tapestry of characters who work, live, and play there. The Great Basin is the location of the ""Loneliest Road in America"" and can be seen as a microcosm of the economic, social, and ecological marginalizati... Read all"
tt13389120,ManFish,2022,"Comedy,Horror",5.3,Marc Coleman,"When a humanoid sea creature washes up in Terry's bleak life they quickly develop feelings for each other - But can Man love Fish, and will Terry's older criminal brother get his hands on the creature before Terry can decide how he feels?"
tt13389660,The Great Basin,2021,Documentary,7.3,Chivas DeVinck,A baby is kidnapped from hospital by a desperate grandmother. Her flight sets off a chain of events that bring together complete strangers over the course of one dramatic day.
tt13391444,The First Wave,2021,"Documentary,History",7.1,Matthew Heineman,"An unprofessional documentary film crew follows five amateur runners as they train for Devil's Canyon Marathon, an offbeat desert race organized by Ed Clap, a desperate shoe store owner pulling out all the stops to celebrate its fifteenth year."
tt13391648,Marathon,2021,Comedy,5.2,"Anthony Guidubaldi, Keith Strausbaugh","A documentary following nurses, doctors, and administrators in a New York City hospital as they respond to the victims from the COVID-19 pandemic."
tt13391696,Cold Case,2021,"Horror,Mystery,Thriller",6.1,Tanu Balak,"George Jones invites up and coming country music superstar, Troyal Brux, out on the town in Nashville the night before George is to be cryogenically frozen in 1994."
tt13393128,The Princess,2022,"Biography,Documentary,History",7.3,Ed Perkins,"The film tells the riveting story of a complex murder case, parallelly investigated by a police officer and an investigative journalist in their own way, who eventually cross paths to unravel secrets they never imagined."
tt13395224,Country Gold,2022,"Comedy,Fantasy",6.7,Mickey Reece,Plot not available
tt13397566,Falling Tears,2022,Drama,6.3,Michaela Everitt,"Princess Diana's story is told exclusively through contemporaneous archive creating a bold and immersive narrative of her life and death. It also illuminates how the public's attitude to the monarchy was, and still is."
tt13397574,Mothers' Instinct,2024,"Drama,Thriller",6.3,Benoît Delhomme,"Alice and Celine live a traditional lifestyle with successful husbands and sons of the same age. Life's perfect harmony is suddenly shattered after a tragic accident. Guilt, suspicion and paranoia combine to unravel their sisterly bond."
tt13399802,Princess 'Daya' Reese,2021,"Comedy,Romance",6.8,Barry Gonzalez,"Don't Go Gentle is a film about finding strength in vulnerability. It journeys through IDLES determination, friendship and adversity as they fight for a place in a divided socio-political environment, unexpectedly inspiring and unifying an international community along the way."
tt13399946,Goliath,2022,"Drama,Thriller",6.8,Frédéric Tellier,"Reese is a con artist from Manila who dreams of living like royalty. An opportunity arrives in the form of Princess Ulap, a runaway princess from the mysterious kingdom of Oro, who looks exactly like her. Switching places in exchange for gold, Reese flies to Ulap's kingdom where she meets Caleb, a determined young reporter who is doing a documentary on the island of O... Read all"
tt13400008,Together Alone,2021,Drama,6.6,Janicke Askevold,Two couples spend a summer weekend together in an idyllic country house along the Norwegian coast. They are confronted with each other's secrets and the choices they have made in life.
tt13400030,Don't Go Gentle: A Film About IDLES,2021,Documentary,7.0,Mark Archer,"France, sports teacher by day, worker by night and activist; Patrick, obscure and lonely Parisian lawyer specializing in environmental law; and Mathias, lobbyist and man in a hurry, will see their destinies turned upside down and intertwined by the terrible act of a desperate farmer."
tt13401252,Christmas in the Pines,2021,Romance,6.3,Gary Wheeler,"Follows Ariel and Mark, who discover that their holiday break on an idyllic Christmas cottage may not be the only thing they love."
tt13403046,Fresh,2022,"Horror,Thriller",6.7,Mimi Cave,"An American Christian with a deep love for Israel sets off on a journey across the Holy Land to confront his indifference toward the Palestinians and to search for the deeper truths behind one of the most perplexing and debated conflicts in the world. Along the way, he discovers the painful struggles of Jews, Muslims and Christians on both sides of the conflict. The r... Read all"
tt13403304,Because of Charley,2021,"Comedy,Drama",6.3,Jon Binkowski,"An estranged racially-mixed stepfamily reluctantly gathers at a Central Florida home for an anniversary party, fully intending to keep the visit brief--until Hurricane Charley takes an unexpected turn that changes everything."
tt13403630,Hope in the Holy Land,2021,Documentary,7.4,Jesse Schluntz,"After quitting dating apps, a woman meets the supposedly perfect man and accepts his invitation to a romantic weekend getaway, only to find that her new paramour has been hiding some unusual appetites."
tt13404340,The Phantoms,2022,Thriller,5.7,Logan Thomas,"Based on numerous Victorian Gothic stories, most notably Charlotte P. Gilmans' works, this film follows John and his wife, Charlotte, as they unravel the mysteries of the Wakefield house in the aftermath of their daughter's death. While witnessing a variety of supernatural events, John and Charlotte realize there is more than ghosts haunting the Wakefield house."
tt13404734,Burden,2022,"Drama,Romance",5.7,Ethan Hickey,A recovering alcoholic rekindles a relationship with the ex-girlfriend of the man that he and his brother killed in a drunk driving accident half a decade ago.
tt13404996,Steel-Man,2022,"Action,Comedy,Horror",6.9,Mike Palmer,"Anna gets released from a Polish prison on parole after fifteen years behind bars. Once free, Anna has but one goal - to find a woman whose name is Dorota."
tt13405570,Wolka,2021,Drama,6.3,Árni Ólafur Ásgeirsson,"Steel-Man, Pittsburgh's Official Superhero is hosting his Annual Comic Book Convention at the C3 Mall when a strange turn of events finds him battling an Army of the Undead as well as the Pittsburgh Underworld."
tt13405778,Insidious: The Red Door,2023,"Horror,Mystery,Thriller",5.5,Patrick Wilson,A game-show-obsessed woman and her estranged sister work together to help cover their mother's gambling debts.
tt13405810,Quiz Lady,2023,Comedy,6.7,Jessica Yu,"When a strong-willed princess refuses to wed the cruel sociopath, she is kidnapped and locked in a remote tower of her father’s castle. With her vindictive suitor intent on taking her father’s throne, the princess must save the kingdom."
tt13406136,The Princess,2022,"Action,Drama,Fantasy",5.7,Le-Van Kiet,The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.
tt13407984,The Secret Art of Human Flight,2023,"Comedy,Drama,Fantasy",7.7,H.P. Mendoza,"Ronald, a 19 year old Innocent Mormon, goes to crazy lengths to stay on the straight and narrow."
tt13408266,Secret Shadow,2024,"Horror,Thriller",7.4,Kilotile,"In the wake of a tragedy, a grieving widower turns to a mysterious self help book from the dark web written by an eccentric guru, which promises to unlock the power to fly."
tt13408558,Ronald's Little Factory,2023,Comedy,7.3,Brent Bokovoy,"BEATING SUPERBUGS: CAN WE WIN?, a feature-length documentary, presents an accessible, in-depth, true-to-fact message with a touch of mystery and suspense throughout: CAN we beat superbugs?"
tt13408944,A Song for Imogene,2023,Drama,9.3,Erika Arlee,"27 year old twin brothers Nathan and Robert live together. After admitting Nathan walked into the woods of danger, things get spooky when Nathan mentions statues appearing, bikes getting stolen and brought to their yard, and teenage girls breaking into people's homes to throw a party and kill the owners."
